,Dataset,Cell_type
14503,CID006564-1,Naive B cell
14504,CID006564-1,Plasma Cell
14505,CID006564-1,Plasmablast
14506,CID006564-1,Arterial Pericyte
14507,CID006564-1,Blood Endothelial Cell
14508,CID006564-1,Fibroblast
14509,CID006564-1,Glial Cell
14510,CID006564-1,Inflammatory Fibroblast
14511,CID006564-1,Myofibroblast
14512,CID006564-1,Pericyte
14513,CID006564-1,Post-capillary venules
14514,CID006564-1,Proliferating Stromal Cell
14515,CID006564-1,Smooth Muscle Cell
14516,CID006564-1,Enterocyte
14517,CID006564-1,Enteroendocrine Cell
14518,CID006564-1,Epithelial M Cell
14519,CID006564-1,Epithelial Progenitor Cell
14520,CID006564-1,Epithelial Stem Cell
14521,CID006564-1,Goblet Cell
14522,CID006564-1,Tuft Cell
14523,CID006565-1,CD209+ moDC
14524,CID006565-1,CD83+ CLEC9A+ DC
14525,CID006565-1,CD83- CLEC9A+ DC
14526,CID006565-1,CLEC10A+ DC
14527,CID006565-1,IL7R+ Activated DC
14528,CID006565-1,Mast Cell
14529,CID006565-1,Memory B cell
14530,CID006565-1,Monocyte Inflammatory
14531,CID006565-1,Proliferating myeloid
14532,CID006565-1,Resident Macrophage
14533,CID006565-1,CD4 SELL naive
14534,CID006565-1,CD4 TRM
14535,CID006565-1,CD4 Tfh
14536,CID006565-1,CD4 Th17
14537,CID006565-1,CD4 Tph
14538,CID006565-1,CD4 Treg
14539,CID006565-1,CD8 Effector
14540,CID006565-1,CD8 IEL
14541,CID006565-1,CD8 SELL Naive
14542,CID006565-1,ILC3
14543,CID006565-1,MAIT
14544,CID006565-1,NK
14545,CID006565-1,Proliferating T cells
14546,CID006565-1,gd T cell 1
14547,CID006565-1,gd T cell 2
14548,CID006565-1,GC-like B cell
14549,CID006565-1,Memory B cell
14550,CID006565-1,Naive B cell
14551,CID006565-1,Plasma Cell
14552,CID006565-1,Plasmablast
14553,CID006565-1,Arterial Pericyte
14554,CID006565-1,Blood Endothelial Cell
14555,CID006565-1,Fibroblast
14556,CID006565-1,Glial Cell
14557,CID006565-1,Inflammatory Fibroblast
14558,CID006565-1,Myofibroblast
14559,CID006565-1,Pericyte
14560,CID006565-1,Post-capillary venules
14561,CID006565-1,Proliferating Stromal Cell
14562,CID006565-1,Smooth Muscle Cell
14563,CID006565-1,Enterocyte
14564,CID006565-1,Enteroendocrine Cell
14565,CID006565-1,Epithelial M Cell
14566,CID006565-1,Epithelial Progenitor Cell
14567,CID006565-1,Epithelial Stem Cell
14568,CID006565-1,Goblet Cell
14569,CID006565-1,Tuft Cell
14570,CID006566-1,CD209+ moDC
14571,CID006566-1,CD83+ CLEC9A+ DC
14572,CID006566-1,CD83- CLEC9A+ DC
14573,CID006566-1,CLEC10A+ DC
14574,CID006566-1,IL7R+ Activated DC
14575,CID006566-1,Mast Cell
14576,CID006566-1,Memory B cell
14577,CID006566-1,Monocyte Inflammatory
14578,CID006566-1,Proliferating myeloid
14579,CID006566-1,Resident Macrophage
14580,CID006566-1,CD4 SELL naive
14581,CID006566-1,CD4 TRM
14582,CID006566-1,CD4 Tfh
14583,CID006566-1,CD4 Th17
14584,CID006566-1,CD4 Tph
14585,CID006566-1,CD4 Treg
14586,CID006566-1,CD8 Effector
14587,CID006566-1,CD8 IEL
14588,CID006566-1,CD8 SELL Naive
14589,CID006566-1,ILC3
14590,CID006566-1,MAIT
14591,CID006566-1,NK
14592,CID006566-1,Proliferating T cells
14593,CID006566-1,gd T cell 1
14594,CID006566-1,gd T cell 2
14595,CID006566-1,GC-like B cell
14596,CID006566-1,Memory B cell
14597,CID006566-1,Naive B cell
14598,CID006566-1,Plasma Cell
14599,CID006566-1,Plasmablast
14600,CID006566-1,Arterial Pericyte
14601,CID006566-1,Blood Endothelial Cell
14602,CID006566-1,Fibroblast
14603,CID006566-1,Glial Cell
14604,CID006566-1,Inflammatory Fibroblast
14605,CID006566-1,Myofibroblast
14606,CID006566-1,Pericyte
14607,CID006566-1,Post-capillary venules
14608,CID006566-1,Proliferating Stromal Cell
14609,CID006566-1,Smooth Muscle Cell
14610,CID006566-1,Enterocyte
14611,CID006566-1,Enteroendocrine Cell
14612,CID006566-1,Epithelial M Cell
14613,CID006566-1,Epithelial Progenitor Cell
14614,CID006566-1,Epithelial Stem Cell
14615,CID006566-1,Goblet Cell
14616,CID006566-1,Tuft Cell
14617,CID006567-1,CD209+ moDC
14618,CID006567-1,CD83+ CLEC9A+ DC
14619,CID006567-1,CD83- CLEC9A+ DC
14620,CID006567-1,CLEC10A+ DC
14621,CID006567-1,IL7R+ Activated DC
14622,CID006567-1,Mast Cell
14623,CID006567-1,Memory B cell
14624,CID006567-1,Monocyte Inflammatory
14625,CID006567-1,Proliferating myeloid
14626,CID006567-1,Resident Macrophage
14627,CID006567-1,CD4 SELL naive
14628,CID006567-1,CD4 TRM
14629,CID006567-1,CD4 Tfh
14630,CID006567-1,CD4 Th17
14631,CID006567-1,CD4 Tph
14632,CID006567-1,CD4 Treg
14633,CID006567-1,CD8 Effector
14634,CID006567-1,CD8 IEL
14635,CID006567-1,CD8 SELL Naive
14636,CID006567-1,ILC3
14637,CID006567-1,MAIT
14638,CID006567-1,NK
14639,CID006567-1,Proliferating T cells
14640,CID006567-1,gd T cell 1
14641,CID006567-1,gd T cell 2
14642,CID006567-1,GC-like B cell
14643,CID006567-1,Memory B cell
14644,CID006567-1,Naive B cell
14645,CID006567-1,Plasma Cell
14646,CID006567-1,Plasmablast
14647,CID006567-1,Arterial Pericyte
14648,CID006567-1,Blood Endothelial Cell
14649,CID006567-1,Fibroblast
14650,CID006567-1,Glial Cell
14651,CID006567-1,Inflammatory Fibroblast
14652,CID006567-1,Myofibroblast
14653,CID006567-1,Pericyte
14654,CID006567-1,Post-capillary venules
14655,CID006567-1,Proliferating Stromal Cell
14656,CID006567-1,Smooth Muscle Cell
14657,CID006567-1,Enterocyte
14658,CID006567-1,Enteroendocrine Cell
14659,CID006567-1,Epithelial M Cell
14660,CID006567-1,Epithelial Progenitor Cell
14661,CID006567-1,Epithelial Stem Cell
14662,CID006567-1,Goblet Cell
14663,CID006567-1,Tuft Cell
14664,CID006568-1,CD209+ moDC
14665,CID006568-1,CD83+ CLEC9A+ DC
14666,CID006568-1,CD83- CLEC9A+ DC
14667,CID006568-1,CLEC10A+ DC
14668,CID006568-1,IL7R+ Activated DC
14669,CID006568-1,Mast Cell
14670,CID006568-1,Memory B cell
14671,CID006568-1,Monocyte Inflammatory
14672,CID006568-1,Proliferating myeloid
14673,CID006568-1,Resident Macrophage
14674,CID006568-1,CD4 SELL naive
14675,CID006568-1,CD4 TRM
14676,CID006568-1,CD4 Tfh
14677,CID006568-1,CD4 Th17
14678,CID006568-1,CD4 Tph
14679,CID006568-1,CD4 Treg
14680,CID006568-1,CD8 Effector
14681,CID006568-1,CD8 IEL
14682,CID006568-1,CD8 SELL Naive
14683,CID006568-1,ILC3
14684,CID006568-1,MAIT
14685,CID006568-1,NK
14686,CID006568-1,Proliferating T cells
14687,CID006568-1,gd T cell 1
14688,CID006568-1,gd T cell 2
14689,CID006568-1,GC-like B cell
14690,CID006568-1,Memory B cell
14691,CID006568-1,Naive B cell
14692,CID006568-1,Plasma Cell
14693,CID006568-1,Plasmablast
14694,CID006568-1,Arterial Pericyte
14695,CID006568-1,Blood Endothelial Cell
14696,CID006568-1,Fibroblast
14697,CID006568-1,Glial Cell
14698,CID006568-1,Inflammatory Fibroblast
14699,CID006568-1,Myofibroblast
14700,CID006568-1,Pericyte
14701,CID006568-1,Post-capillary venules
14702,CID006568-1,Proliferating Stromal Cell
14703,CID006568-1,Smooth Muscle Cell
14704,CID006568-1,Enterocyte
14705,CID006568-1,Enteroendocrine Cell
14706,CID006568-1,Epithelial M Cell
14707,CID006568-1,Epithelial Progenitor Cell
14708,CID006568-1,Epithelial Stem Cell
14709,CID006568-1,Goblet Cell
14710,CID006568-1,Tuft Cell
14711,CID006569-1,CD209+ moDC
14712,CID006569-1,CD83+ CLEC9A+ DC
14713,CID006569-1,CD83- CLEC9A+ DC
14714,CID006569-1,CLEC10A+ DC
14715,CID006569-1,IL7R+ Activated DC
14716,CID006569-1,Mast Cell
14717,CID006569-1,Memory B cell
14718,CID006569-1,Monocyte Inflammatory
14719,CID006569-1,Proliferating myeloid
14720,CID006569-1,Resident Macrophage
14721,CID006569-1,CD4 SELL naive
14722,CID006569-1,CD4 TRM
14723,CID006569-1,CD4 Tfh
14724,CID006569-1,CD4 Th17
14725,CID006569-1,CD4 Tph
14726,CID006569-1,CD4 Treg
14727,CID006569-1,CD8 Effector
14728,CID006569-1,CD8 IEL
14729,CID006569-1,CD8 SELL Naive
14730,CID006569-1,ILC3
14731,CID006569-1,MAIT
14732,CID006569-1,NK
14733,CID006569-1,Proliferating T cells
14734,CID006569-1,gd T cell 1
14735,CID006569-1,gd T cell 2
14736,CID006569-1,GC-like B cell
14737,CID006569-1,Memory B cell
14738,CID006569-1,Naive B cell
14739,CID006569-1,Plasma Cell
14740,CID006569-1,Plasmablast
14741,CID006569-1,Arterial Pericyte
14742,CID006569-1,Blood Endothelial Cell
14743,CID006569-1,Fibroblast
14744,CID006569-1,Glial Cell
14745,CID006569-1,Inflammatory Fibroblast
14746,CID006569-1,Myofibroblast
14747,CID006569-1,Pericyte
14748,CID006569-1,Post-capillary venules
14749,CID006569-1,Proliferating Stromal Cell
14750,CID006569-1,Smooth Muscle Cell
14751,CID006569-1,Enterocyte
14752,CID006569-1,Enteroendocrine Cell
14753,CID006569-1,Epithelial M Cell
14754,CID006569-1,Epithelial Progenitor Cell
14755,CID006569-1,Epithelial Stem Cell
14756,CID006569-1,Goblet Cell
14757,CID006569-1,Tuft Cell
14758,CID006570-1,CD209+ moDC
14759,CID006570-1,CD83+ CLEC9A+ DC
14760,CID006570-1,CD83- CLEC9A+ DC
14761,CID006570-1,CLEC10A+ DC
14762,CID006570-1,IL7R+ Activated DC
14763,CID006570-1,Mast Cell
14764,CID006570-1,Memory B cell
14765,CID006570-1,Monocyte Inflammatory
14766,CID006570-1,Proliferating myeloid
14767,CID006570-1,Resident Macrophage
14768,CID006570-1,CD4 SELL naive
14769,CID006570-1,CD4 TRM
14770,CID006570-1,CD4 Tfh
14771,CID006570-1,CD4 Th17
14772,CID006570-1,CD4 Tph
14773,CID006570-1,CD4 Treg
14774,CID006570-1,CD8 Effector
14775,CID006570-1,CD8 IEL
14776,CID006570-1,CD8 SELL Naive
14777,CID006570-1,ILC3
14778,CID006570-1,MAIT
14779,CID006570-1,NK
14780,CID006570-1,Proliferating T cells
14781,CID006570-1,gd T cell 1
14782,CID006570-1,gd T cell 2
14783,CID006570-1,GC-like B cell
14784,CID006570-1,Memory B cell
14785,CID006570-1,Naive B cell
14786,CID006570-1,Plasma Cell
14787,CID006570-1,Plasmablast
14788,CID006570-1,Arterial Pericyte
14789,CID006570-1,Blood Endothelial Cell
14790,CID006570-1,Fibroblast
14791,CID006570-1,Glial Cell
14792,CID006570-1,Inflammatory Fibroblast
14793,CID006570-1,Myofibroblast
14794,CID006570-1,Pericyte
14795,CID006570-1,Post-capillary venules
14796,CID006570-1,Proliferating Stromal Cell
14797,CID006570-1,Smooth Muscle Cell
14798,CID006570-1,Enterocyte
14799,CID006570-1,Enteroendocrine Cell
14800,CID006570-1,Epithelial M Cell
14801,CID006570-1,Epithelial Progenitor Cell
14802,CID006570-1,Epithelial Stem Cell
14803,CID006570-1,Goblet Cell
14804,CID006570-1,Tuft Cell
14805,CID006571-1,CD209+ moDC
14806,CID006571-1,CD83+ CLEC9A+ DC
14807,CID006571-1,CD83- CLEC9A+ DC
14808,CID006571-1,CLEC10A+ DC
14809,CID006571-1,IL7R+ Activated DC
14810,CID006571-1,Mast Cell
14811,CID006571-1,Memory B cell
14812,CID006571-1,Monocyte Inflammatory
14813,CID006571-1,Proliferating myeloid
14814,CID006571-1,Resident Macrophage
14815,CID006571-1,CD4 SELL naive
14816,CID006571-1,CD4 TRM
14817,CID006571-1,CD4 Tfh
14818,CID006571-1,CD4 Th17
14819,CID006571-1,CD4 Tph
14820,CID006571-1,CD4 Treg
14821,CID006571-1,CD8 Effector
14822,CID006571-1,CD8 IEL
14823,CID006571-1,CD8 SELL Naive
14824,CID006571-1,ILC3
14825,CID006571-1,MAIT
14826,CID006571-1,NK
14827,CID006571-1,Proliferating T cells
14828,CID006571-1,gd T cell 1
14829,CID006571-1,gd T cell 2
14830,CID006571-1,GC-like B cell
14831,CID006571-1,Memory B cell
14832,CID006571-1,Naive B cell
14833,CID006571-1,Plasma Cell
14834,CID006571-1,Plasmablast
14835,CID006571-1,Arterial Pericyte
14836,CID006571-1,Blood Endothelial Cell
14837,CID006571-1,Fibroblast
14838,CID006571-1,Glial Cell
14839,CID006571-1,Inflammatory Fibroblast
14840,CID006571-1,Myofibroblast
14841,CID006571-1,Pericyte
14842,CID006571-1,Post-capillary venules
14843,CID006571-1,Proliferating Stromal Cell
14844,CID006571-1,Smooth Muscle Cell
14845,CID006571-1,Enterocyte
14846,CID006571-1,Enteroendocrine Cell
14847,CID006571-1,Epithelial M Cell
14848,CID006571-1,Epithelial Progenitor Cell
14849,CID006571-1,Epithelial Stem Cell
14850,CID006571-1,Goblet Cell
14851,CID006571-1,Tuft Cell
14852,CID006572-1,CD209+ moDC
14853,CID006572-1,CD83+ CLEC9A+ DC
14854,CID006572-1,CD83- CLEC9A+ DC
14855,CID006572-1,CLEC10A+ DC
14856,CID006572-1,IL7R+ Activated DC
14857,CID006572-1,Mast Cell
14858,CID006572-1,Memory B cell
14859,CID006572-1,Monocyte Inflammatory
14860,CID006572-1,Proliferating myeloid
14861,CID006572-1,Resident Macrophage
14862,CID006572-1,CD4 SELL naive
14863,CID006572-1,CD4 TRM
14864,CID006572-1,CD4 Tfh
14865,CID006572-1,CD4 Th17
14866,CID006572-1,CD4 Tph
14867,CID006572-1,CD4 Treg
14868,CID006572-1,CD8 Effector
14869,CID006572-1,CD8 IEL
14870,CID006572-1,CD8 SELL Naive
14871,CID006572-1,ILC3
14872,CID006572-1,MAIT
14873,CID006572-1,NK
14874,CID006572-1,Proliferating T cells
14875,CID006572-1,gd T cell 1
14876,CID006572-1,gd T cell 2
14877,CID006572-1,GC-like B cell
14878,CID006572-1,Memory B cell
14879,CID006572-1,Naive B cell
14880,CID006572-1,Plasma Cell
14881,CID006572-1,Plasmablast
14882,CID006572-1,Arterial Pericyte
14883,CID006572-1,Blood Endothelial Cell
14884,CID006572-1,Fibroblast
14885,CID006572-1,Glial Cell
14886,CID006572-1,Inflammatory Fibroblast
14887,CID006572-1,Myofibroblast
14888,CID006572-1,Pericyte
14889,CID006572-1,Post-capillary venules
14890,CID006572-1,Proliferating Stromal Cell
14891,CID006572-1,Smooth Muscle Cell
14892,CID006572-1,Enterocyte
14893,CID006572-1,Enteroendocrine Cell
14894,CID006572-1,Epithelial M Cell
14895,CID006572-1,Epithelial Progenitor Cell
14896,CID006572-1,Epithelial Stem Cell
14897,CID006572-1,Goblet Cell
14898,CID006572-1,Tuft Cell
14899,CID006573-1,CD209+ moDC
14900,CID006573-1,CD83+ CLEC9A+ DC
14901,CID006573-1,CD83- CLEC9A+ DC
14902,CID006573-1,CLEC10A+ DC
14903,CID006573-1,IL7R+ Activated DC
14904,CID006573-1,Mast Cell
14905,CID006573-1,Memory B cell
14906,CID006573-1,Monocyte Inflammatory
14907,CID006573-1,Proliferating myeloid
14908,CID006573-1,Resident Macrophage
14909,CID006573-1,CD4 SELL naive
14910,CID006573-1,CD4 TRM
14911,CID006573-1,CD4 Tfh
14912,CID006573-1,CD4 Th17
14913,CID006573-1,CD4 Tph
14914,CID006573-1,CD4 Treg
14915,CID006573-1,CD8 Effector
14916,CID006573-1,CD8 IEL
14917,CID006573-1,CD8 SELL Naive
14918,CID006573-1,ILC3
14919,CID006573-1,MAIT
14920,CID006573-1,NK
14921,CID006573-1,Proliferating T cells
14922,CID006573-1,gd T cell 1
14923,CID006573-1,gd T cell 2
14924,CID006573-1,GC-like B cell
14925,CID006573-1,Memory B cell
14926,CID006573-1,Naive B cell
14927,CID006573-1,Plasma Cell
14928,CID006573-1,Plasmablast
14929,CID006573-1,Arterial Pericyte
14930,CID006573-1,Blood Endothelial Cell
14931,CID006573-1,Fibroblast
14932,CID006573-1,Glial Cell
14933,CID006573-1,Inflammatory Fibroblast
14934,CID006573-1,Myofibroblast
14935,CID006573-1,Pericyte
14936,CID006573-1,Post-capillary venules
14937,CID006573-1,Proliferating Stromal Cell
14938,CID006573-1,Smooth Muscle Cell
14939,CID006573-1,Enterocyte
14940,CID006573-1,Enteroendocrine Cell
14941,CID006573-1,Epithelial M Cell
14942,CID006573-1,Epithelial Progenitor Cell
14943,CID006573-1,Epithelial Stem Cell
14944,CID006573-1,Goblet Cell
14945,CID006573-1,Tuft Cell
14946,CID006574-1,CD209+ moDC
14947,CID006574-1,CD83+ CLEC9A+ DC
14948,CID006574-1,CD83- CLEC9A+ DC
14949,CID006574-1,CLEC10A+ DC
14950,CID006574-1,IL7R+ Activated DC
14951,CID006574-1,Mast Cell
14952,CID006574-1,Memory B cell
14953,CID006574-1,Monocyte Inflammatory
14954,CID006574-1,Proliferating myeloid
14955,CID006574-1,Resident Macrophage
14956,CID006574-1,CD4 SELL naive
14957,CID006574-1,CD4 TRM
14958,CID006574-1,CD4 Tfh
14959,CID006574-1,CD4 Th17
14960,CID006574-1,CD4 Tph
14961,CID006574-1,CD4 Treg
14962,CID006574-1,CD8 Effector
14963,CID006574-1,CD8 IEL
14964,CID006574-1,CD8 SELL Naive
14965,CID006574-1,ILC3
14966,CID006574-1,MAIT
14967,CID006574-1,NK
14968,CID006574-1,Proliferating T cells
14969,CID006574-1,gd T cell 1
14970,CID006574-1,gd T cell 2
14971,CID006574-1,GC-like B cell
14972,CID006574-1,Memory B cell
14973,CID006574-1,Naive B cell
14974,CID006574-1,Plasma Cell
14975,CID006574-1,Plasmablast
14976,CID006574-1,Arterial Pericyte
14977,CID006574-1,Blood Endothelial Cell
14978,CID006574-1,Fibroblast
14979,CID006574-1,Glial Cell
14980,CID006574-1,Inflammatory Fibroblast
14981,CID006574-1,Myofibroblast
14982,CID006574-1,Pericyte
14983,CID006574-1,Post-capillary venules
14984,CID006574-1,Proliferating Stromal Cell
14985,CID006574-1,Smooth Muscle Cell
14986,CID006574-1,Enterocyte
14987,CID006574-1,Enteroendocrine Cell
14988,CID006574-1,Epithelial M Cell
14989,CID006574-1,Epithelial Progenitor Cell
14990,CID006574-1,Epithelial Stem Cell
14991,CID006574-1,Goblet Cell
14992,CID006574-1,Tuft Cell
14993,CID006575-1,CD209+ moDC
14994,CID006575-1,CD83+ CLEC9A+ DC
14995,CID006575-1,CD83- CLEC9A+ DC
14996,CID006575-1,CLEC10A+ DC
14997,CID006575-1,IL7R+ Activated DC
14998,CID006575-1,Mast Cell
14999,CID006575-1,Memory B cell
15000,CID006575-1,Monocyte Inflammatory
15001,CID006575-1,Proliferating myeloid
15002,CID006575-1,Resident Macrophage
15003,CID006575-1,CD4 SELL naive
15004,CID006575-1,CD4 TRM
15005,CID006575-1,CD4 Tfh
15006,CID006575-1,CD4 Th17
15007,CID006575-1,CD4 Tph
15008,CID006575-1,CD4 Treg
15009,CID006575-1,CD8 Effector
15010,CID006575-1,CD8 IEL
15011,CID006575-1,CD8 SELL Naive
15012,CID006575-1,ILC3
15013,CID006575-1,MAIT
15014,CID006575-1,NK
15015,CID006575-1,Proliferating T cells
15016,CID006575-1,gd T cell 1
15017,CID006575-1,gd T cell 2
15018,CID006575-1,GC-like B cell
15019,CID006575-1,Memory B cell
15020,CID006575-1,Naive B cell
15021,CID006575-1,Plasma Cell
15022,CID006575-1,Plasmablast
15023,CID006575-1,Arterial Pericyte
15024,CID006575-1,Blood Endothelial Cell
15025,CID006575-1,Fibroblast
15026,CID006575-1,Glial Cell
15027,CID006575-1,Inflammatory Fibroblast
15028,CID006575-1,Myofibroblast
15029,CID006575-1,Pericyte
15030,CID006575-1,Post-capillary venules
15031,CID006575-1,Proliferating Stromal Cell
15032,CID006575-1,Smooth Muscle Cell
15033,CID006575-1,Enterocyte
15034,CID006575-1,Enteroendocrine Cell
15035,CID006575-1,Epithelial M Cell
15036,CID006575-1,Epithelial Progenitor Cell
15037,CID006575-1,Epithelial Stem Cell
15038,CID006575-1,Goblet Cell
15039,CID006575-1,Tuft Cell
15040,CID006576-1,CD209+ moDC
15041,CID006576-1,CD83+ CLEC9A+ DC
15042,CID006576-1,CD83- CLEC9A+ DC
15043,CID006576-1,CLEC10A+ DC
15044,CID006576-1,IL7R+ Activated DC
15045,CID006576-1,Mast Cell
15046,CID006576-1,Memory B cell
15047,CID006576-1,Monocyte Inflammatory
15048,CID006576-1,Proliferating myeloid
15049,CID006576-1,Resident Macrophage
15050,CID006576-1,CD4 SELL naive
15051,CID006576-1,CD4 TRM
15052,CID006576-1,CD4 Tfh
15053,CID006576-1,CD4 Th17
15054,CID006576-1,CD4 Tph
15055,CID006576-1,CD4 Treg
15056,CID006576-1,CD8 Effector
15057,CID006576-1,CD8 IEL
15058,CID006576-1,CD8 SELL Naive
15059,CID006576-1,ILC3
15060,CID006576-1,MAIT
15061,CID006576-1,NK
15062,CID006576-1,Proliferating T cells
15063,CID006576-1,gd T cell 1
15064,CID006576-1,gd T cell 2
15065,CID006576-1,GC-like B cell
15066,CID006576-1,Memory B cell
15067,CID006576-1,Naive B cell
15068,CID006576-1,Plasma Cell
15069,CID006576-1,Plasmablast
15070,CID006576-1,Arterial Pericyte
15071,CID006576-1,Blood Endothelial Cell
15072,CID006576-1,Fibroblast
15073,CID006576-1,Glial Cell
15074,CID006576-1,Inflammatory Fibroblast
15075,CID006576-1,Myofibroblast
15076,CID006576-1,Pericyte
15077,CID006576-1,Post-capillary venules
15078,CID006576-1,Proliferating Stromal Cell
15079,CID006576-1,Smooth Muscle Cell
15080,CID006576-1,Enterocyte
15081,CID006576-1,Enteroendocrine Cell
15082,CID006576-1,Epithelial M Cell
15083,CID006576-1,Epithelial Progenitor Cell
15084,CID006576-1,Epithelial Stem Cell
15085,CID006576-1,Goblet Cell
15086,CID006576-1,Tuft Cell
15087,CID006577-1,CD209+ moDC
15088,CID006577-1,CD83+ CLEC9A+ DC
15089,CID006577-1,CD83- CLEC9A+ DC
15090,CID006577-1,CLEC10A+ DC
15091,CID006577-1,IL7R+ Activated DC
15092,CID006577-1,Mast Cell
15093,CID006577-1,Memory B cell
15094,CID006577-1,Monocyte Inflammatory
15095,CID006577-1,Proliferating myeloid
15096,CID006577-1,Resident Macrophage
15097,CID006577-1,CD4 SELL naive
15098,CID006577-1,CD4 TRM
15099,CID006577-1,CD4 Tfh
15100,CID006577-1,CD4 Th17
15101,CID006577-1,CD4 Tph
15102,CID006577-1,CD4 Treg
15103,CID006577-1,CD8 Effector
15104,CID006577-1,CD8 IEL
15105,CID006577-1,CD8 SELL Naive
15106,CID006577-1,ILC3
15107,CID006577-1,MAIT
15108,CID006577-1,NK
15109,CID006577-1,Proliferating T cells
15110,CID006577-1,gd T cell 1
15111,CID006577-1,gd T cell 2
15112,CID006577-1,GC-like B cell
15113,CID006577-1,Memory B cell
15114,CID006577-1,Naive B cell
15115,CID006577-1,Plasma Cell
15116,CID006577-1,Plasmablast
15117,CID006577-1,Arterial Pericyte
15118,CID006577-1,Blood Endothelial Cell
15119,CID006577-1,Fibroblast
15120,CID006577-1,Glial Cell
15121,CID006577-1,Inflammatory Fibroblast
15122,CID006577-1,Myofibroblast
15123,CID006577-1,Pericyte
15124,CID006577-1,Post-capillary venules
15125,CID006577-1,Proliferating Stromal Cell
15126,CID006577-1,Smooth Muscle Cell
15127,CID006577-1,Enterocyte
15128,CID006577-1,Enteroendocrine Cell
15129,CID006577-1,Epithelial M Cell
15130,CID006577-1,Epithelial Progenitor Cell
15131,CID006577-1,Epithelial Stem Cell
15132,CID006577-1,Goblet Cell
15133,CID006577-1,Tuft Cell
15134,CID006578-1,CD209+ moDC
15135,CID006578-1,CD83+ CLEC9A+ DC
15136,CID006578-1,CD83- CLEC9A+ DC
15137,CID006578-1,CLEC10A+ DC
15138,CID006578-1,IL7R+ Activated DC
15139,CID006578-1,Mast Cell
15140,CID006578-1,Memory B cell
15141,CID006578-1,Monocyte Inflammatory
15142,CID006578-1,Proliferating myeloid
15143,CID006578-1,Resident Macrophage
15144,CID006578-1,CD4 SELL naive
15145,CID006578-1,CD4 TRM
15146,CID006578-1,CD4 Tfh
15147,CID006578-1,CD4 Th17
15148,CID006578-1,CD4 Tph
15149,CID006578-1,CD4 Treg
15150,CID006578-1,CD8 Effector
15151,CID006578-1,CD8 IEL
15152,CID006578-1,CD8 SELL Naive
15153,CID006578-1,ILC3
15154,CID006578-1,MAIT
15155,CID006578-1,NK
15156,CID006578-1,Proliferating T cells
15157,CID006578-1,gd T cell 1
