,Tumor_model_annot,Blood_model_annot,Dataset
SRX3403476,cancer_cells,,GSE107047
SRX3463226,cancer_cells,,GSE107960
SRX3463227,cancer_cells,,GSE107960
SRX3463228,cancer_cells,,GSE107960
SRX3463229,cancer_cells,,GSE107960
SRX3463230,cancer_cells,,GSE107960
SRX3463232,cancer_cells,,GSE107960
SRX3463233,cancer_cells,,GSE107960
SRX3463234,cancer_cells,,GSE107960
SRX3463235,cancer_cells,,GSE107960
SRX3463236,cancer_cells,,GSE107960
SRX3463237,cancer_cells,,GSE107960
SRX3520884,cancer_cells,,GSE108621
SRX3520885,cancer_cells,,GSE108621
SRX3520886,cancer_cells,,GSE108621
SRX3520887,cancer_cells,,GSE108621
SRX3520888,cancer_cells,,GSE108621
SRX3520889,cancer_cells,,GSE108621
SRX3520890,cancer_cells,,GSE108621
SRX3520891,cancer_cells,,GSE108621
SRX3520892,cancer_cells,,GSE108621
SRX3520893,cancer_cells,,GSE108621
SRX3520894,cancer_cells,,GSE108621
SRX3520895,cancer_cells,,GSE108621
SRX3542208,cancer_cells,,GSE108906
SRX3542209,cancer_cells,,GSE108906
SRX3542210,cancer_cells,,GSE108906
SRX3542202,cancer_cells,,GSE108907
SRX3542203,cancer_cells,,GSE108907
SRX3542204,cancer_cells,,GSE108907
SRX3542205,cancer_cells,,GSE108907
SRX3542206,cancer_cells,,GSE108907
SRX3542207,cancer_cells,,GSE108907
ERX2339195,cancer_cells,,E-MTAB-6486
ERX2339193,cancer_cells,,E-MTAB-6486
ERX2339194,cancer_cells,,E-MTAB-6486
ERX2339191,cancer_cells,,E-MTAB-6486
ERX2339190,cancer_cells,,E-MTAB-6486
ERX2339192,cancer_cells,,E-MTAB-6486
ERX2339173,cancer_cells,,E-MTAB-6483
ERX2339175,cancer_cells,,E-MTAB-6483
ERX2339177,cancer_cells,,E-MTAB-6483
ERX2339172,cancer_cells,,E-MTAB-6483
ERX2339174,cancer_cells,,E-MTAB-6483
ERX2339176,cancer_cells,,E-MTAB-6483
ERX2339179,cancer_cells,,E-MTAB-6485
ERX2339180,cancer_cells,,E-MTAB-6485
ERX2339183,cancer_cells,,E-MTAB-6485
ERX2339182,cancer_cells,,E-MTAB-6485
ERX2339178,cancer_cells,,E-MTAB-6485
ERX2339181,cancer_cells,,E-MTAB-6485
SRX119451,cancer_cells,,GSE35704
G20479.HCC1143.2,cancer_cells,,E-MTAB-2770
G20496.HCC1954.2,cancer_cells,,E-MTAB-2770
G26176.CAL-51.2,cancer_cells,,E-MTAB-2770
G26185.HCC70.2,cancer_cells,,E-MTAB-2770
G26192.BT-20.2,cancer_cells,,E-MTAB-2770
G26206.CAL-120.2,cancer_cells,,E-MTAB-2770
G26229.EFM-19.2,cancer_cells,,E-MTAB-2770
G26234.HCC1187.2,cancer_cells,,E-MTAB-2770
G26250.BT-474.2,cancer_cells,,E-MTAB-2770
G26260.HCC1395.2,cancer_cells,,E-MTAB-2770
G27249.AU565.1,cancer_cells,,E-MTAB-2770
G27278.ZR-75-30.1,cancer_cells,,E-MTAB-2770
G27300.BT-483.1,cancer_cells,,E-MTAB-2770
G27310.HCC1428.1,cancer_cells,,E-MTAB-2770
G27322.HCC1500.1,cancer_cells,,E-MTAB-2770
G27330.CAL-85-1.1,cancer_cells,,E-MTAB-2770
G27334.CAMA-1.1,cancer_cells,,E-MTAB-2770
G27355.EFM-192A.1,cancer_cells,,E-MTAB-2770
G27360.HCC1599.1,cancer_cells,,E-MTAB-2770
G27365.CAL-148.1,cancer_cells,,E-MTAB-2770
G27370.HCC1569.1,cancer_cells,,E-MTAB-2770
G27493.SK-BR-3.2,cancer_cells,,E-MTAB-2770
G28018.MDA-MB-157.1,cancer_cells,,E-MTAB-2770
G28020.KPL-1.1,cancer_cells,,E-MTAB-2770
G28029.MDA-MB-231.1,cancer_cells,,E-MTAB-2770
G28034.MDA-MB-361.1,cancer_cells,,E-MTAB-2770
G28035.MDA-MB-134-VI.1,cancer_cells,,E-MTAB-2770
G28036.JIMT-1.1,cancer_cells,,E-MTAB-2770
G28064.MDA-MB-468.1,cancer_cells,,E-MTAB-2770
G28069.MDA-MB-415.1,cancer_cells,,E-MTAB-2770
G28072.MDA-MB-175-VII.1,cancer_cells,,E-MTAB-2770
G28084.MDA-MB-435S.1,cancer_cells,,E-MTAB-2770
G28087.MDA-MB-436.1,cancer_cells,,E-MTAB-2770
G28814.Hs_281.T.3,cancer_cells,,E-MTAB-2770
G28833.HMC-1-8.3,cancer_cells,,E-MTAB-2770
G28834.Hs_578T.3,cancer_cells,,E-MTAB-2770
G28843.Hs_343.T.3,cancer_cells,,E-MTAB-2770
G28847.HCC1937.3,cancer_cells,,E-MTAB-2770
G28856.HCC2157.3,cancer_cells,,E-MTAB-2770
G28869.HCC38.3,cancer_cells,,E-MTAB-2770
G28892.HDQ-P1.3,cancer_cells,,E-MTAB-2770
G28897.Hs_742.T.3,cancer_cells,,E-MTAB-2770
G28898.HCC202.3,cancer_cells,,E-MTAB-2770
G28899.Hs_739.T.3,cancer_cells,,E-MTAB-2770
G28901.Hs_606.T.3,cancer_cells,,E-MTAB-2770
G30590.BT-549.1,cancer_cells,,E-MTAB-2770
G30594.UACC-893.1,cancer_cells,,E-MTAB-2770
G30597.ZR-75-1.1,cancer_cells,,E-MTAB-2770
G30624.UACC-812.1,cancer_cells,,E-MTAB-2770
G41676.MDA-MB-453.5,cancer_cells,,E-MTAB-2770
G41711.DU4475.5,cancer_cells,,E-MTAB-2770
G41720.HCC2218.5,cancer_cells,,E-MTAB-2770
G41726.MCF7.5,cancer_cells,,E-MTAB-2770
G41738.T-47D.5,cancer_cells,,E-MTAB-2770
G41743.HCC1419.5,cancer_cells,,E-MTAB-2770
SRX3200841,cancer_cells,,GSE104050
SRX3200842,cancer_cells,,GSE104050
SRX3200843,cancer_cells,,GSE104050
SRX3307673,cancer_cells,,GSE105486
SRX3307674,cancer_cells,,GSE105486
SRX3307675,cancer_cells,,GSE105486
SRX3307676,cancer_cells,,GSE105486
SRX3307677,cancer_cells,,GSE105486
SRX3307678,cancer_cells,,GSE105486
SRX3307679,cancer_cells,,GSE105486
SRX3307680,cancer_cells,,GSE105486
SRX3307681,cancer_cells,,GSE105486
SRX3372290,cancer_cells,,GSE106634
SRX3372291,cancer_cells,,GSE106634
SRX3372292,cancer_cells,,GSE106634
SRX3372293,cancer_cells,,GSE106634
SRX3372294,cancer_cells,,GSE106634
SRX3372295,cancer_cells,,GSE106634
SRX3372296,cancer_cells,,GSE106634
SRX3372297,cancer_cells,,GSE106634
SRX3372298,cancer_cells,,GSE106634
SRX3372299,cancer_cells,,GSE106634
SRX3372300,cancer_cells,,GSE106634
SRX3372301,cancer_cells,,GSE106634
SRX3329722,cancer_cells,,GSE106202
SRX3329723,cancer_cells,,GSE106202
SRX3436387,cancer_cells,,GSE107564
SRX3436388,cancer_cells,,GSE107564
SRX3436389,cancer_cells,,GSE107564
SRX3436390,cancer_cells,,GSE107564
SRX3436391,cancer_cells,,GSE107564
SRX3436392,cancer_cells,,GSE107564
SRX3851521,cancer_cells,,GSE112365
SRX3851522,cancer_cells,,GSE112365
SRX3851523,cancer_cells,,GSE112365
SRX3851524,cancer_cells,,GSE112365
SRX3851525,cancer_cells,,GSE112365
SRX3851526,cancer_cells,,GSE112365
SRX3851527,cancer_cells,,GSE112365
SRX3851528,cancer_cells,,GSE112365
SRX3851529,cancer_cells,,GSE112365
SRX2833216,cancer_cells,,GSE99048
SRX2833217,cancer_cells,,GSE99048
SRX2833218,cancer_cells,,GSE99048
SRX2833219,cancer_cells,,GSE99048
SRX2833220,cancer_cells,,GSE99048
SRX2833221,cancer_cells,,GSE99048
SRX3989939,cancer_cells,,GSE113573
SRX3989940,cancer_cells,,GSE113573
SRX3989941,cancer_cells,,GSE113573
SRX3989942,cancer_cells,,GSE113573
SRX3989943,cancer_cells,,GSE113573
SRX3989944,cancer_cells,,GSE113573
SRX2599990,cancer_cells,,GSE95536
SRX2599991,cancer_cells,,GSE95536
SRX2599992,cancer_cells,,GSE95536
SRX2599993,cancer_cells,,GSE95536
SRX2599994,cancer_cells,,GSE95536
SRX2599995,cancer_cells,,GSE95536
SRX2599996,cancer_cells,,GSE95536
SRX2599997,cancer_cells,,GSE95536
SRX2599998,cancer_cells,,GSE95536
SRX2599999,cancer_cells,,GSE95536
SRX2600000,cancer_cells,,GSE95536
SRX2600001,cancer_cells,,GSE95536
SRX2600002,cancer_cells,,GSE95536
SRX2600003,cancer_cells,,GSE95536
SRX2600004,cancer_cells,,GSE95536
SRX2600005,cancer_cells,,GSE95536
SRX2600006,cancer_cells,,GSE95536
SRX2600007,cancer_cells,,GSE95536
SRX2600008,cancer_cells,,GSE95536
SRX2600009,cancer_cells,,GSE95536
SRX2600010,cancer_cells,,GSE95536
SRX2600011,cancer_cells,,GSE95536
SRX2600012,cancer_cells,,GSE95536
SRX2600013,cancer_cells,,GSE95536
SRX4036304,cancer_cells,,GSE114013
SRX4036305,cancer_cells,,GSE114013
SRX4036306,cancer_cells,,GSE114013
SRX4036307,cancer_cells,,GSE114013
SRX4036308,cancer_cells,,GSE114013
SRX4036309,cancer_cells,,GSE114013
SRX4036310,cancer_cells,,GSE114013
SRX4036311,cancer_cells,,GSE114013
SRX4036312,cancer_cells,,GSE114013
SRX4036313,cancer_cells,,GSE114013
SRX4036314,cancer_cells,,GSE114013
SRX4036315,cancer_cells,,GSE114013
SRX4036316,cancer_cells,,GSE114013
SRX4036317,cancer_cells,,GSE114013
SRX4036318,cancer_cells,,GSE114013
SRX4036319,cancer_cells,,GSE114013
SRX2742595,cancer_cells,,GSE97928
SRX2742596,cancer_cells,,GSE97928
SRX2742597,cancer_cells,,GSE97928
SRX2742598,cancer_cells,,GSE97928
SRX2742599,cancer_cells,,GSE97928
SRX2742600,cancer_cells,,GSE97928
SRX2742601,cancer_cells,,GSE97928
SRX2742602,cancer_cells,,GSE97928
SRX2742603,cancer_cells,,GSE97928
SRX2742604,cancer_cells,,GSE97928
SRX2742605,cancer_cells,,GSE97928
SRX2742606,cancer_cells,,GSE97928
SRX2742607,cancer_cells,,GSE97928
SRX2742608,cancer_cells,,GSE97928
SRX2742609,cancer_cells,,GSE97928
SRX2742610,cancer_cells,,GSE97928
SRX2742611,cancer_cells,,GSE97928
SRX2742612,cancer_cells,,GSE97928
SRX2742613,cancer_cells,,GSE97928
SRX2742614,cancer_cells,,GSE97928
SRX2742615,cancer_cells,,GSE97928
SRX2742616,cancer_cells,,GSE97928
SRX2742617,cancer_cells,,GSE97928
SRX2742618,cancer_cells,,GSE97928
SRX3437951,cancer_cells,,GSE107620
SRX3437952,cancer_cells,,GSE107620
SRX3437953,cancer_cells,,GSE107620
SRX3437954,cancer_cells,,GSE107620
SRX3437955,cancer_cells,,GSE107620
SRX3437956,cancer_cells,,GSE107620
SRX3437957,cancer_cells,,GSE107620
SRX3437958,cancer_cells,,GSE107620
SRX3437959,cancer_cells,,GSE107620
SRX3437960,cancer_cells,,GSE107620
SRX3437961,cancer_cells,,GSE107620
SRX3437962,cancer_cells,,GSE107620
ERX2078688,cancer_cells,,E-MTAB-5493
ERX2078689,cancer_cells,,E-MTAB-5493
ERX2078690,cancer_cells,,E-MTAB-5493
ERX2078691,cancer_cells,,E-MTAB-5493
ERX2078692,cancer_cells,,E-MTAB-5493
ERX2078693,cancer_cells,,E-MTAB-5493
ERX2078694,cancer_cells,,E-MTAB-5493
ERX2078695,cancer_cells,,E-MTAB-5493
ERX2078696,cancer_cells,,E-MTAB-5493
ERX2078697,cancer_cells,,E-MTAB-5493
ERX2078698,cancer_cells,,E-MTAB-5493
ERX2078699,cancer_cells,,E-MTAB-5493
ERX2078700,cancer_cells,,E-MTAB-5493
ERX2078701,cancer_cells,,E-MTAB-5493
ERX2078702,cancer_cells,,E-MTAB-5493
ERX2078703,cancer_cells,,E-MTAB-5493
ERX2078704,cancer_cells,,E-MTAB-5493
ERX2078705,cancer_cells,,E-MTAB-5493
ERX2078706,cancer_cells,,E-MTAB-5493
ERX2078707,cancer_cells,,E-MTAB-5493
ERX2078708,cancer_cells,,E-MTAB-5493
ERX2078709,cancer_cells,,E-MTAB-5493
ERX2078710,cancer_cells,,E-MTAB-5493
ERX2078711,cancer_cells,,E-MTAB-5493
ERX2078712,cancer_cells,,E-MTAB-5493
ERX2078713,cancer_cells,,E-MTAB-5493
ERX2078714,cancer_cells,,E-MTAB-5493
ERX2078715,cancer_cells,,E-MTAB-5493
ERX2078716,cancer_cells,,E-MTAB-5493
ERX2078717,cancer_cells,,E-MTAB-5493
ERX2078718,cancer_cells,,E-MTAB-5493
ERX2078719,cancer_cells,,E-MTAB-5493
ERX2078720,cancer_cells,,E-MTAB-5493
SRX3102744,cancer_cells,,GSE102806
SRX3102745,cancer_cells,,GSE102806
SRX3102746,cancer_cells,,GSE102806
SRX3102747,cancer_cells,,GSE102806
SRX3102748,cancer_cells,,GSE102806
SRX3102749,cancer_cells,,GSE102806
SRX3102750,cancer_cells,,GSE102806
SRX3102751,cancer_cells,,GSE102806
SRX3102752,cancer_cells,,GSE102806
SRX3102753,cancer_cells,,GSE102806
SRX3506043,cancer_cells,,GSE108464
SRX3506044,cancer_cells,,GSE108464
SRX3506045,cancer_cells,,GSE108464
SRX3506046,cancer_cells,,GSE108464
SRX3506047,cancer_cells,,GSE108464
SRX3506048,cancer_cells,,GSE108464
SRX3506049,cancer_cells,,GSE108464
SRX3506050,cancer_cells,,GSE108464
SRX3506051,cancer_cells,,GSE108464
SRX3506052,cancer_cells,,GSE108464
SRX3506053,cancer_cells,,GSE108464
SRX3506054,cancer_cells,,GSE108464
SRX3506055,cancer_cells,,GSE108464
SRX3506056,cancer_cells,,GSE108464
SRX3506057,cancer_cells,,GSE108464
SRX3506058,cancer_cells,,GSE108464
SRX3506059,cancer_cells,,GSE108464
SRX3506060,cancer_cells,,GSE108464
SRX3506061,cancer_cells,,GSE108464
SRX3506062,cancer_cells,,GSE108464
SRX3506063,cancer_cells,,GSE108464
SRX3506064,cancer_cells,,GSE108464
SRX3506065,cancer_cells,,GSE108464
SRX3506066,cancer_cells,,GSE108464
SRX3506067,cancer_cells,,GSE108464
SRX3506068,cancer_cells,,GSE108464
SRX3506069,cancer_cells,,GSE108464
SRX3506070,cancer_cells,,GSE108464
SRX3506071,cancer_cells,,GSE108464
SRX3506072,cancer_cells,,GSE108464
SRX3506073,cancer_cells,,GSE108464
SRX3506074,cancer_cells,,GSE108464
SRX3506075,cancer_cells,,GSE108464
SRX3506076,cancer_cells,,GSE108464
SRX3506077,cancer_cells,,GSE108464
SRX3506078,cancer_cells,,GSE108464
SRX3506079,cancer_cells,,GSE108464
SRX3506080,cancer_cells,,GSE108464
SRX3506081,cancer_cells,,GSE108464
SRX3506082,cancer_cells,,GSE108464
SRX3506083,cancer_cells,,GSE108464
SRX3506084,cancer_cells,,GSE108464
SRX3506085,cancer_cells,,GSE108464
SRX3506086,cancer_cells,,GSE108464
SRX3506087,cancer_cells,,GSE108464
SRX3506088,cancer_cells,,GSE108464
SRX3506089,cancer_cells,,GSE108464
SRX3506090,cancer_cells,,GSE108464
SRX317694,cancer_cells,,GSE48213
SRX317695,cancer_cells,,GSE48213
SRX317696,cancer_cells,,GSE48213
SRX317697,cancer_cells,,GSE48213
SRX317698,cancer_cells,,GSE48213
SRX317699,cancer_cells,,GSE48213
SRX317700,cancer_cells,,GSE48213
SRX317701,cancer_cells,,GSE48213
SRX317702,cancer_cells,,GSE48213
SRX317703,cancer_cells,,GSE48213
SRX317704,cancer_cells,,GSE48213
SRX317705,cancer_cells,,GSE48213
SRX317706,cancer_cells,,GSE48213
SRX317707,cancer_cells,,GSE48213
SRX317708,cancer_cells,,GSE48213
SRX317709,cancer_cells,,GSE48213
SRX317710,cancer_cells,,GSE48213
SRX317711,cancer_cells,,GSE48213
SRX317712,cancer_cells,,GSE48213
SRX317713,cancer_cells,,GSE48213
SRX317714,cancer_cells,,GSE48213
SRX317715,cancer_cells,,GSE48213
SRX317716,cancer_cells,,GSE48213
SRX317717,cancer_cells,,GSE48213
SRX317720,cancer_cells,,GSE48213
SRX317721,cancer_cells,,GSE48213
SRX317722,cancer_cells,,GSE48213
SRX317723,cancer_cells,,GSE48213
SRX317724,cancer_cells,,GSE48213
SRX317725,cancer_cells,,GSE48213
SRX317726,cancer_cells,,GSE48213
SRX317727,cancer_cells,,GSE48213
SRX317728,cancer_cells,,GSE48213
SRX317730,cancer_cells,,GSE48213
SRX317731,cancer_cells,,GSE48213
SRX317732,cancer_cells,,GSE48213
SRX317733,cancer_cells,,GSE48213
SRX317734,cancer_cells,,GSE48213
SRX317735,cancer_cells,,GSE48213
SRX317736,cancer_cells,,GSE48213
SRX317741,cancer_cells,,GSE48213
SRX317742,cancer_cells,,GSE48213
SRX317743,cancer_cells,,GSE48213
SRX317744,cancer_cells,,GSE48213
SRX317747,cancer_cells,,GSE48213
SRX317748,cancer_cells,,GSE48213
SRX317749,cancer_cells,,GSE48213
SRX539971,cancer_cells,,GSE48213
G20463.C2BBe1.2,cancer_cells,,E-MTAB-2770
G20507.HCT-15.2,cancer_cells,,E-MTAB-2770
G25221.NCI-H747.1,cancer_cells,,E-MTAB-2770
G26204.LoVo.2,cancer_cells,,E-MTAB-2770
G26211.NCI-H508.2,cancer_cells,,E-MTAB-2770
G26236.NCI-H716.2,cancer_cells,,E-MTAB-2770
G26247.GP2d.2,cancer_cells,,E-MTAB-2770
G26248.LS411N.2,cancer_cells,,E-MTAB-2770
G27202.SW480.1,cancer_cells,,E-MTAB-2770
G27223.SNU-C2A.1,cancer_cells,,E-MTAB-2770
G27266.SW1417.1,cancer_cells,,E-MTAB-2770
G27291.SK-CO-1.1,cancer_cells,,E-MTAB-2770
G27342.CW-2.1,cancer_cells,,E-MTAB-2770
G27362.CL-14.1,cancer_cells,,E-MTAB-2770
G27363.CL-11.1,cancer_cells,,E-MTAB-2770
G27364.CL-34.1,cancer_cells,,E-MTAB-2770
G27368.COLO-320.1,cancer_cells,,E-MTAB-2770
G27377.COLO_201.1,cancer_cells,,E-MTAB-2770
G27383.CL-40.1,cancer_cells,,E-MTAB-2770
G27468.SNU-503.2,cancer_cells,,E-MTAB-2770
G27469.SNU-61.2,cancer_cells,,E-MTAB-2770
G27503.RCM-1.2,cancer_cells,,E-MTAB-2770
G27507.SNU-1040.2,cancer_cells,,E-MTAB-2770
G27529.SNU-1197.2,cancer_cells,,E-MTAB-2770
G27531.SNU-1033.2,cancer_cells,,E-MTAB-2770
G28014.MDST8.1,cancer_cells,,E-MTAB-2770
G28066.LS1034.1,cancer_cells,,E-MTAB-2770
G28089.LS123.1,cancer_cells,,E-MTAB-2770
G28809.Hs_698.T.3,cancer_cells,,E-MTAB-2770
G28841.Hs_675.T.3,cancer_cells,,E-MTAB-2770
G28891.Hs_255.T.3,cancer_cells,,E-MTAB-2770
G28894.HCC-56.3,cancer_cells,,E-MTAB-2770
G30562.SNU-C5.1,cancer_cells,,E-MTAB-2770
G30581.SW1463.1,cancer_cells,,E-MTAB-2770
G30586.SNU-C4.1,cancer_cells,,E-MTAB-2770
G30596.SW837.1,cancer_cells,,E-MTAB-2770
G30614.T84.1,cancer_cells,,E-MTAB-2770
G30623.SW403.1,cancer_cells,,E-MTAB-2770
G30625.SW1116.1,cancer_cells,,E-MTAB-2770
G30633.SNU-81.1,cancer_cells,,E-MTAB-2770
G30645.SW48.3,cancer_cells,,E-MTAB-2770
G41657.SNU-175.5,cancer_cells,,E-MTAB-2770
G41658.SNU-407.5,cancer_cells,,E-MTAB-2770
G41674.SW620.5,cancer_cells,,E-MTAB-2770
G41679.CCK-81.5,cancer_cells,,E-MTAB-2770
G41693.COLO_741.5,cancer_cells,,E-MTAB-2770
G41705.LS_180.5,cancer_cells,,E-MTAB-2770
G41708.SW948.5,cancer_cells,,E-MTAB-2770
G41735.SNU-C1.5,cancer_cells,,E-MTAB-2770
G41749.LS513.5,cancer_cells,,E-MTAB-2770
G20461.HSC-3.2,cancer_cells,,E-MTAB-2770
G20497.CAL_27.2,cancer_cells,,E-MTAB-2770
G27220.SCC-4.1,cancer_cells,,E-MTAB-2770
G27274.A-253.1,cancer_cells,,E-MTAB-2770
G27294.SCC-25.1,cancer_cells,,E-MTAB-2770
G27299.BICR_56.1,cancer_cells,,E-MTAB-2770
G27315.BICR_18.3,cancer_cells,,E-MTAB-2770
G27343.BICR_22.1,cancer_cells,,E-MTAB-2770
G27345.BICR_16.1,cancer_cells,,E-MTAB-2770
G27369.Detroit_562.1,cancer_cells,,E-MTAB-2770
G27381.CAL-33.1,cancer_cells,,E-MTAB-2770
G27384.BHY.1,cancer_cells,,E-MTAB-2770
G27386.BICR_31.1,cancer_cells,,E-MTAB-2770
G27387.BICR_6.1,cancer_cells,,E-MTAB-2770
G27454.PE_CA-PJ15.2,cancer_cells,,E-MTAB-2770
G27480.SCC-15.2,cancer_cells,,E-MTAB-2770
G27489.PE_CA-PJ34__clone_C12_.2,cancer_cells,,E-MTAB-2770
G27511.PE_CA-PJ49.2,cancer_cells,,E-MTAB-2770
G27512.SNU-1214.2,cancer_cells,,E-MTAB-2770
G27515.PE_CA-PJ41__clone_D2_.2,cancer_cells,,E-MTAB-2770
G27520.SCC-9.2,cancer_cells,,E-MTAB-2770
G27522.SNU-1076.2,cancer_cells,,E-MTAB-2770
G27532.SNU-1041.2,cancer_cells,,E-MTAB-2770
G27533.SNU-1066.2,cancer_cells,,E-MTAB-2770
G28853.HSC-4.3,cancer_cells,,E-MTAB-2770
G28896.HSC-2.3,cancer_cells,,E-MTAB-2770
G30574.SNU-899.1,cancer_cells,,E-MTAB-2770
G30582.YD-10B.1,cancer_cells,,E-MTAB-2770
G30605.YD-8.1,cancer_cells,,E-MTAB-2770
G30639.YD-15.3,cancer_cells,,E-MTAB-2770
G30643.YD-38.3,cancer_cells,,E-MTAB-2770
G41709.FaDu.5,cancer_cells,,E-MTAB-2770
G20495.786-O.2,cancer_cells,,E-MTAB-2770
G26251.ACHN.2,cancer_cells,,E-MTAB-2770
G27204.A-704.1,cancer_cells,,E-MTAB-2770
G27222.769-P.1,cancer_cells,,E-MTAB-2770
G27233.A-498.1,cancer_cells,,E-MTAB-2770
G27336.Caki-2.1,cancer_cells,,E-MTAB-2770
G27379.CAL-54.1,cancer_cells,,E-MTAB-2770
G27473.RCC10RGB.2,cancer_cells,,E-MTAB-2770
G27525.SNU-1272.2,cancer_cells,,E-MTAB-2770
G27539.SNU-349.2,cancer_cells,,E-MTAB-2770
G28012.KMRC-2.1,cancer_cells,,E-MTAB-2770
G28017.KMRC-20.1,cancer_cells,,E-MTAB-2770
G28023.KMRC-1.1,cancer_cells,,E-MTAB-2770
G28042.KMRC-3.1,cancer_cells,,E-MTAB-2770
G28615.OS-RC-2.1,cancer_cells,,E-MTAB-2770
G30558.TUHR14TKB.1,cancer_cells,,E-MTAB-2770
G30575.TUHR10TKB.1,cancer_cells,,E-MTAB-2770
G30576.VMRC-RCZ.1,cancer_cells,,E-MTAB-2770
G30603.TUHR4TKB.1,cancer_cells,,E-MTAB-2770
G30607.VMRC-RCW.1,cancer_cells,,E-MTAB-2770
G30616.UO-31.1,cancer_cells,,E-MTAB-2770
G41739.Caki-1.5,cancer_cells,,E-MTAB-2770
G28613.NCI-H684.1,cancer_cells,,E-MTAB-2770
G20483.HCC-15.2,cancer_cells,,E-MTAB-2770
G20486.Calu-1.2,cancer_cells,,E-MTAB-2770
G20493.KNS-62.2,cancer_cells,,E-MTAB-2770
G20494.HARA.2,cancer_cells,,E-MTAB-2770
G20499.A549.2,cancer_cells,,E-MTAB-2770
G20504.HCC-44.2,cancer_cells,,E-MTAB-2770
G25205.NCI-H2286.1,cancer_cells,,E-MTAB-2770
G25215.NCI-H1437.1,cancer_cells,,E-MTAB-2770
G25216.NCI-H1666.1,cancer_cells,,E-MTAB-2770
G25224.NCI-H2066.1,cancer_cells,,E-MTAB-2770
G25225.NCI-H522.1,cancer_cells,,E-MTAB-2770
G25236.NCI-H650.1,cancer_cells,,E-MTAB-2770
G25237.NCI-H2170.1,cancer_cells,,E-MTAB-2770
G25240.NCI-H1651.3,cancer_cells,,E-MTAB-2770
G25244.NCI-H1650.1,cancer_cells,,E-MTAB-2770
G26184.NCI-H1792.2,cancer_cells,,E-MTAB-2770
G26194.HCC827.2,cancer_cells,,E-MTAB-2770
G26197.NCI-H23.2,cancer_cells,,E-MTAB-2770
G26203.NCI-H838.2,cancer_cells,,E-MTAB-2770
G26263.LK-2.2,cancer_cells,,E-MTAB-2770
G26264.NCI-H1975.2,cancer_cells,,E-MTAB-2770
G27245.SK-MES-1.1,cancer_cells,,E-MTAB-2770
G27246.SW_900.1,cancer_cells,,E-MTAB-2770
G27281.RERF-LC-MS.1,cancer_cells,,E-MTAB-2770
G27293.PC-14.1,cancer_cells,,E-MTAB-2770
G27298.EKVX.1,cancer_cells,,E-MTAB-2770
G27305.HCC-1588.1,cancer_cells,,E-MTAB-2770
G27306.HCC-1833.1,cancer_cells,,E-MTAB-2770
G27313.DV-90.1,cancer_cells,,E-MTAB-2770
G27316.ChaGo-K-1.1,cancer_cells,,E-MTAB-2770
G27321.BEN.1,cancer_cells,,E-MTAB-2770
G27323.Calu-3.1,cancer_cells,,E-MTAB-2770
G27327.EBC-1.1,cancer_cells,,E-MTAB-2770
G27338.CAL-12T.1,cancer_cells,,E-MTAB-2770
G27340.HCC-1171.1,cancer_cells,,E-MTAB-2770
G27373.COR-L105.1,cancer_cells,,E-MTAB-2770
G27391.HCC-1195.1,cancer_cells,,E-MTAB-2770
G27452.SK-LU-1.2,cancer_cells,,E-MTAB-2770
G27491.RERF-LC-Sq1.2,cancer_cells,,E-MTAB-2770
G27506.RERF-LC-KJ.2,cancer_cells,,E-MTAB-2770
G27509.RERF-LC-Ad1.2,cancer_cells,,E-MTAB-2770
G27527.RERF-LC-AI.2,cancer_cells,,E-MTAB-2770
G27541.RERF-LC-Ad2.2,cancer_cells,,E-MTAB-2770
G28015.LC-1F.1,cancer_cells,,E-MTAB-2770
G28047.LXF-289.1,cancer_cells,,E-MTAB-2770
G28075.LU65.1,cancer_cells,,E-MTAB-2770
G28079.LUDLU-1.1,cancer_cells,,E-MTAB-2770
G28088.LOU-NH91.1,cancer_cells,,E-MTAB-2770
G28537.NCI-H1395.1,cancer_cells,,E-MTAB-2770
G28538.NCI-H1781.1,cancer_cells,,E-MTAB-2770
G28539.NCI-H1755.1,cancer_cells,,E-MTAB-2770
G28546.NCI-H854.1,cancer_cells,,E-MTAB-2770
G28548.NCI-H2085.1,cancer_cells,,E-MTAB-2770
G28549.NCI-H1623.1,cancer_cells,,E-MTAB-2770
G28553.NCI-H1838.1,cancer_cells,,E-MTAB-2770
G28554.NCI-H3255.1,cancer_cells,,E-MTAB-2770
G28557.NCI-H2023.1,cancer_cells,,E-MTAB-2770
G28558.NCI-H2087.1,cancer_cells,,E-MTAB-2770
G28559.NCI-H2172.1,cancer_cells,,E-MTAB-2770
G28561.NCI-H1693.1,cancer_cells,,E-MTAB-2770
G28562.NCI-H727.1,cancer_cells,,E-MTAB-2770
G28564.NCI-H1648.1,cancer_cells,,E-MTAB-2770
G28569.NCI-H596.1,cancer_cells,,E-MTAB-2770
G28570.NCI-H1385.1,cancer_cells,,E-MTAB-2770
G28579.NCI-H2347.1,cancer_cells,,E-MTAB-2770
G28582.NCI-H1573.1,cancer_cells,,E-MTAB-2770
G28583.NCI-H358.1,cancer_cells,,E-MTAB-2770
G28584.NCI-H1793.1,cancer_cells,,E-MTAB-2770
G28585.NCI-H1734.1,cancer_cells,,E-MTAB-2770
G28588.NCI-H1915.1,cancer_cells,,E-MTAB-2770
